EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5418910,QUEENS CO.,FLUSHING,08/11/2004,1500,Flash Flood, , ,0,0,0,0,NY,EST, ,1178433,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,FLUSHING,08/11/2004,1520, , , , ,"Flash flooding from thunderstorms caused basement flooding at Flushing Hospital.","
A cold front moved into a humid airmass over the tri-state area on August 11th.  Thunderstorms developed along this cold front during the afternoon.  Due to the moist airmass in place over the region, the thunderstorms became quite strong to severe.  They produced flash flooding, wind damage, and large hail.",11
5418911,QUEENS CO.,NORTH PORTION,08/11/2004,1500,Flash Flood, , ,0,0,0,0,NY,EST, ,1178433,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,NORTH PORTION,08/11/2004,1525, , , , ,"Thunderstorms with torrential downpours caused significant flash flooding on the Whitestone Expressway and Cross Island Parkway intersection.","
A cold front moved into a humid airmass over the tri-state area on August 11th.  Thunderstorms developed along this cold front during the afternoon.  Due to the moist airmass in place over the region, the thunderstorms became quite strong to severe.  They produced flash flooding, wind damage, and large hail.",12
5418912,QUEENS CO.,(JFK)KENNEDY INL ARP,08/11/2004,1640,Flash Flood, , ,0,0,0,0,NY,EST, ,1178433,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,(JFK)KENNEDY INL ARP,08/11/2004,1720, , , , ,"John F. Kennedy Airport was flooded by torrential downpours, which resulted in its' closure.","
A cold front moved into a humid airmass over the tri-state area on August 11th.  Thunderstorms developed along this cold front during the afternoon.  Due to the moist airmass in place over the region, the thunderstorms became quite strong to severe.  They produced flash flooding, wind damage, and large hail.",13
5418999,QUEENS CO.,FOREST HILLS,08/21/2004,1415,Hail,1.75, ,0,0,0,0,NY,EST, ,1178438,C,81,OKX,0,0,TRAINED SPOTTER, , , ,1,N,1,N,FOREST HILLS,08/21/2004,1415,40.81667,-73.85,40.8,-73.85,"Golfball size hail was observed in Rego Park.","
A stationary front was situated just west of the Lower Hudson Valley and Southern New England on August 21st.  The airmass to the east of this front was very moist and unstable, with surface dewpoints in the lower 70s.  Showers and thunderstorms developed near the front and moved east during the afternoon and evening hours.  In addition to the moist atmosphere, wind speeds aloft were quite strong, which aided in the development of a few severe thunderstorms across the region.",14
5422660,QUEENS CO.,COUNTYWIDE,09/08/2004,605,Flash Flood, , ,0,0,0,0,NY,EST, ,1180022,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/08/2004,625, , , , ,"Flash flooding caused numerous road closures across Queens. Major roads closed included the Long Island Expressway, Utopia Parkway, Grand Central Parkway, and The Van Wyck. The Belt Parkway near JFK airport was also flooded.","

The remnants of Hurricane Frances produced torrential rainfall across Southeastern New York on September 8th. Rainfall amounts ranging from an inch to up to 6 inches were common across the area. This caused extensive flash flooding across the region, resulting in rescues of people from homes and cars.",15
5421540,QUEENS CO.,NORTH CENTRAL PORTION,09/18/2004,855,Flash Flood, , ,0,0,0,0,NY,EST, ,1180026,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,NORTH CENTRAL PORTION,09/18/2004,915, , , , ,"Grand Central Parkway flooded. Lane closures near LaGuardia Airport.","

The remnants of Hurricane Ivan produced torrential rains across Southeast New York. Storm total rainfall reports added up to over 5 inches in some areas. This caused extensive flash flooding of roads and highways across the region. Thunderstorms intensified across the North Fork of Long Island, which produced wind damage in Mattituck.",16
5421690,QUEENS CO.,WOODSIDE,09/28/2004,1800,Flash Flood, , ,0,0,0,0,NY,EST, ,1180030,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,WOODSIDE,09/28/2004,1845, , , , ,"Major highways and roads closed due to flash flooding.","

The remnants of Hurricane Jeane dropped anywhere between 3 and 6 inches across Southeastern New York State on September 28th. This resulted in numerous occurences of flash flooding across the area.",17
5421700,QUEENS CO.,COUNTYWIDE,09/28/2004,2100,Flash Flood, , ,0,0,0,0,NY,EST, ,1180030,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,09/28/2004,2130, , , , ,"Significant street flooding across Queens. BQE experienced major flash flooding.","

The remnants of Hurricane Jeane dropped anywhere between 3 and 6 inches across Southeastern New York State on September 28th. This resulted in numerous occurences of flash flooding across the area.",18
5443417,QUEENS CO.,COUNTYWIDE,03/28/2005,1200,Heavy Rain, , ,0,0,0,0,NY,EST, ,1187233,C,81,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,COUNTYWIDE,03/28/2005,2330, , , , ,"","
A strong low pressure system developed across the Southeast U.S. and moved slowly north to northeast along the eastern seaboard to a position just south of Long Island during Saturday morning, March 29th.

Heavy rain developed and spread northeast across the region.  It resulted in widespread urban flooding.  Sections of many streets were flooded.  The Mahwah River at Suffern reached its' flood stage of 4.0 feet at 7:15 pm on March 28th and crested around 9:30 pm at 4.5 feet.  Many small rivers and streams experienced significant within bank rises.  Storm Total Rainfall amounts ranged from around 2.0 to 3.0 inches.  Here are selected rainfall amounts for:

Orange County - from 1.61 inches at Montgomery Airport to 2.83 inches at Middletown.

Putnam County - 2.24 inches was measured at Carmel.

Rockland County  - 2.48 inches was measured at Suffern.

Westchester County - from 2.72 inches at White Plains to 3.00 inches at Armonk.  At Westchester County Airport, 1.97 inches was measured.

New York City - from 2.50 inches at Sheepshead Bay in Brooklyn to 3.15 inches at Middle Village in Queens.  At Central Park, 3.02 inches was measured.  At LaGuardia Airport, 2.87 inches was measured and at JFK Airport, 2.59 inches was measured.

Nassau County - from 2.25 inches at Lynbrook to 3.36 inches at Hicksville.

Suffolk County - from 0.94 inches at West Hampton Beach to 2.47 inches at Nesconset.  At the NWS Upton Office, 2.01 inches was measured.  At Islip McArthur Airport, 1.29 inches was measured.",19
5443522,QUEENS CO.,COUNTYWIDE,04/02/2005,900,Heavy Rain, , ,0,0,0,0,NY,EST, ,1187241,C,81,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,COUNTYWIDE,04/02/2005,900, , , , ,"","
A low pressure system developed in the Gulf Of Mexico and rapidly intensified as it moved north to northeast.  The low passed over the Appalachian Mountains and moved slowly west of the local area during Saturday and Sunday, April 2nd and 3rd.  Widespread heavy rain along with embedded heavy showers and thunderstorms occurred with this system.  Storm Total Rainfall amounts ranged from around 1.00 inch on parts of Long Island to nearly 4.00 inches across parts of the Lower Hudson Valley. 

During March 28th and 29th, only 3 to 5 days earlier, another low dumped 2.00 to 3.00 inches of rain across the region as it moved north to northeast along the eastern seaboard.  These wet antecedent conditions primed the local area for additional widespread urban flooding with 3 to 7 inches of rain occurring in less than 5 days.

Heavy rain caused widespread urban flooding.  Most small streams and rivers overflowed their banks.  In addition, high wind gusts from 46 to 57 mph, associated with heavier showers, downed trees.

The Delaware River overflowed its' banks across the Port Jervis-Deer Park area of extreme Western Orange County during Sunday, April 3rd.  It rose above its' flood stage of 18.0 feet around 2:30 am.  The river crested at 20.53 feet at 12:15 pm, then receded below its' flood stage between 9:15 pm and 9:30 pm on April 3rd.  The Orange County Office of Emergency Management reported 100 basements flooded ($1 M) in Port Jervis and 160 houses damaged ($16 M) in Deer Park.  Port Jervis officials issued a mandatory evacuation for people living along the Delaware River.  The town of Deer Park was placed under a State of Emergency.

The Wallkill River at Gardiner reached its' flood stage of 13.0 feet at 3:00 am on April 3rd.  It crested at 13.77 feet at 10:00 am, then receded below flood stage during the afternoon.

The Mahwah River at Suffern reached its' flood stage of 4.0 feet by 3:15 pm and crested at 5.99 feet at 9:15 pm on April 2nd.  It gradually receded below flood stage by 10:45 pm on April 3rd.

Here are selected rainfall amounts for:

Orange County - from 2.00 inches at Blooming Grove to 3.80 inches at Monroe.  At Port Jervis, the cooperative weather observer measured 3.24 inches.  A spotter reported flooding of several streets in Greenwood Lake.  A spotter reported Moodna creek overflowing its' banks in New Windsor at 2:10 pm on April 2nd.

Putnam County - 1.97 inches was measured at Carmel.

Rockland County - from 2.37 inches at Orangeburg to 3.37 inches at Stony Point.

Westchester County - from 2.25 inches at Armonk to 3.52 inches at Yorktown Heights.

New York City - from 1.24 inches at JFK Airport in Queens to 2.08 inches at Parkchester in the Bronx.  At Central Park, 1.80 inches was measured.  At LaGuardia Airport, 1.67 inches was measured.

Nassau County - from 1.15 inches at Lido Beach to 1.67 inches at Lynbrook.

Suffolk County - from 1.00 inch at Dix Hills to 1.64 inches at Shirley.  At Islip McArthur Airport, 1.29 inches was measured.

Here are selected peak wind gusts for:

Orange County - from 36 mph at Montgomery Airport on April 3rd to 44 mph at Stewart Airport in Newburgh on April 2nd.

Putnam County - 30 mph at Carmel on April 2nd.

Rockland County - from 35 mph at Stony Point to 53 mph at Blauvelt on April 2nd at 11:25 pm.

Westchester County - 40 mph wind gust at Westchester County Airport in White Plains on April 2nd.

New York City - from 48 mph at Central Park at 7:42 pm to 58 mph at LaGuardia Airport at 8:36 pm on April 2nd.  At JFK Airport, a 49 mph wind gust was measured at 8:44 pm on April 2nd.  A spotter reported downed power lines in Far Rockaway.

Nassau County - from 38 mph at Great Neck at 7:30 pm to 44 mph at Levittown at 11:00 pm on April 2nd.

Suffolk County - from 44 mph at Islip and Riverhead between 10:00 pm and 11:00 pm to 56 mph at Kings Park and Stony Brook at 11:00  pm on April 2nd.",20
5450021,QUEENS CO.,COUNTYWIDE,05/28/2005,1730,Thunderstorm Wind,50, ,0,0,0,0,NY,EST,EG,1189485,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,05/28/2005,1730,40.7,-73.85,40.7,-73.85,"","
As a band of heavy showers and thunderstorms moved northeast, they produced high winds and heavy rain that downed several trees throughout Queens.",21
5472663,QUEENS CO.,LONG IS CITY,08/14/2005,1545,Thunderstorm Wind,51, ,0,0,0,0,NY,EST,MG,1197524,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,LONG IS CITY,08/14/2005,1545,40.73333,-73.93333,40.73333,-73.93333,"","Severe thunderstorms formed in a very unstable airmass in the afternoon of August 14th ahead of an advancing cold front.",22
5481961,QUEENS CO.,COUNTYWIDE,10/14/2005,1600,Flash Flood, , ,0,0,0,0,NY,EST, ,1201191,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,10/14/2005,1700,40.7,-73.85,40.7,-73.85,"","
Periods of heavy rain continued throughout the day.  Bands of torrential rain produced widespread and significant flash flooding of low lying and poor drainage areas, including streets, basements, roofs, and ceilings, as well as small creeks throughout Nassau and Suffolk Counties.  Trained spotters reported up to 6 feet of water in basements throughout Massapequa.  They reported serious flooding along Ocean Parkway in Brooklyn, where cars were submerged, and the Grand Central Parkway in Queens.  Several trees and power poles were leaning from soggy ground.  Preliminary damage cost estimates were $22 million for Long Island.",23
5515023,QUEENS CO.,FLUSHING,06/02/2006,1530,Flash Flood, , ,0,0,0,0,NY,EST, ,1212711,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,FLUSHING,06/02/2006,1600, , , , ,"Heavy rainfall caused flash flooding of roadways.","Anywhere between 2 and 4 inches of rain fell across New York City from late afternoon into the evening hours on June 2nd due to thunderstorms that tapped a very moist and unstable airmass.  Central Park recorded 3.53 inches of rainfall.",24
5515085,QUEENS CO.,BAYSIDE,06/29/2006,1845,Hail,0.88, ,0,0,0,0,NY,EST, ,1212716,C,81,OKX,0,0,TRAINED SPOTTER, , , , , , , ,BAYSIDE,06/29/2006,1845,40.75,-73.78333,40.75,-73.78333,"","Slow moving thunderstorms produced a wide array of severe weather. Flash flooding, large hail, and damaging winds were all experienced when thunderstorms ignited in a very moist and unstable airmass during the afternoon and evening of June 29th.",25
5525798,QUEENS CO.,WOODHAVEN,07/04/2006,1541,Thunderstorm Wind,50, ,0,0,0,0,NY,EST,EG,1218210,C,81,OKX,0,0,LAW ENFORCEMENT, , , ,2,S,2,S,WOODHAVEN,07/04/2006,1541,40.67,-74.03333,40.67,-74.03333,"As a line of severe thunderstorms moved east across the area, it produced high winds that downed trees in Flatbush and Ozone Park.","",26
5526004,QUEENS CO.,CENTRAL PORTION,07/12/2006,1645,Thunderstorm Wind,50, ,0,0,0,0,NY,EST,EG,1218230,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,CENTRAL PORTION,07/12/2006,1645,40.7,-73.85,40.7,-73.85,"","
Two severe weather episodes occurred during July 12th:  the first occurred during the afternoon from around 2:30 pm until 6:30 pm, the second from around 11 pm until 1:30 am on the 13th.

Both severe weather episodes brought damaging winds, including a tornado that developed in Grandview On Hudson in Rockland County and tracked east to northeast across Central Westchester County as an F2 tornado before it dissipated east of North Greenwich in Fairfield County, Connecticut.  Thunderstorms also produced torrential rain that caused flash flooding of the FDR service road at 34th Street in the Murray Hill Section of Manhattan.

During the second episode, emergency managers reported a wall collapse in Washington Heights between 10th and 11th Avenues.  A trained spotter reported downed trees in Syosset.  Law enforcement reported downed trees and power lines in Huntington, Dix Hills, Commack, and Greenlawn.  Thunderstorms produced flash flooding in East Meadow and Nesconset, which resulted in road closures.",27
5526007,QUEENS CO.,BAYSIDE,07/12/2006,2205,Thunderstorm Wind,52, ,0,0,0,0,NY,EST,EG,1218230,C,81,OKX,0,0,TRAINED SPOTTER, , , ,2,S,2,S,BAYSIDE,07/12/2006,2205,40.71667,-73.78333,40.71667,-73.78333,"","
Two severe weather episodes occurred during July 12th:  the first occurred during the afternoon from around 2:30 pm until 6:30 pm, the second from around 11 pm until 1:30 am on the 13th.

Both severe weather episodes brought damaging winds, including a tornado that developed in Grandview On Hudson in Rockland County and tracked east to northeast across Central Westchester County as an F2 tornado before it dissipated east of North Greenwich in Fairfield County, Connecticut.  Thunderstorms also produced torrential rain that caused flash flooding of the FDR service road at 34th Street in the Murray Hill Section of Manhattan.

During the second episode, emergency managers reported a wall collapse in Washington Heights between 10th and 11th Avenues.  A trained spotter reported downed trees in Syosset.  Law enforcement reported downed trees and power lines in Huntington, Dix Hills, Commack, and Greenlawn.  Thunderstorms produced flash flooding in East Meadow and Nesconset, which resulted in road closures.",28
5525898,QUEENS CO.,CENTRAL PORTION,07/21/2006,906,Lightning, , ,0,1,0,0,NY,EST, ,1218217,C,81,OKX,0,0,EMERGENCY MANAGER, , , , , , , ,CENTRAL PORTION,07/21/2006,906, , , , ,"","
Severe thunderstorms produced high wind gusts estimated at 60 mph two miles west of Huguenot in Staten Island and in Brooklyn Heights.

Thunderstorms produced torrential rain that caused flash flooding of low lying and poor drainage areas.  Flash flooding caused partial road closures on the Staten Island Expressway, the Belt Parkway and the Brooklyn Queens Expressway, and the Grand Central Parkway and Van Wyck Expressway in Queens.  All lanes were closed on the Grand Central Parkway at 75th Street at 5:10 pm EDT and near the intersection of the Grand Central and Van Wyck at 5:20 pm EDT.  Flooding also occurred along the Van Wyck in Kew Gardens around 5:30 pm.  In Manhattan, subway service was suspended in both directions on the R and W lines between Whitehall Street in Manhattan and Ditmars Blvd. in Queens.  In Southern Westchester County, flash flooding caused closure of the Hutchinson River Parkway at East Lincoln Ave. and a mud slide closed part of the Saw Mill River Parkway in Yonkers.

Lightning struck and injured a 36 year old male in Glen Oaks near the intersection of 255th Street and 25th Avenue around 10:06 am EDT in Queens.

Lightning struck and injured a male in East Manhattan on East 99th Street around 3:10 pm EDT.",29
5525896,QUEENS CO.,CENTRAL PORTION,07/21/2006,1610,Flash Flood, , ,0,0,0,0,NY,EST, ,1218217,C,81,OKX,0,0,BROADCAST MEDIA, , , , , , , ,CENTRAL PORTION,07/21/2006,1649, , , , ,"","
Severe thunderstorms produced high wind gusts estimated at 60 mph two miles west of Huguenot in Staten Island and in Brooklyn Heights.

Thunderstorms produced torrential rain that caused flash flooding of low lying and poor drainage areas.  Flash flooding caused partial road closures on the Staten Island Expressway, the Belt Parkway and the Brooklyn Queens Expressway, and the Grand Central Parkway and Van Wyck Expressway in Queens.  All lanes were closed on the Grand Central Parkway at 75th Street at 5:10 pm EDT and near the intersection of the Grand Central and Van Wyck at 5:20 pm EDT.  Flooding also occurred along the Van Wyck in Kew Gardens around 5:30 pm.  In Manhattan, subway service was suspended in both directions on the R and W lines between Whitehall Street in Manhattan and Ditmars Blvd. in Queens.  In Southern Westchester County, flash flooding caused closure of the Hutchinson River Parkway at East Lincoln Ave. and a mud slide closed part of the Saw Mill River Parkway in Yonkers.

Lightning struck and injured a 36 year old male in Glen Oaks near the intersection of 255th Street and 25th Avenue around 10:06 am EDT in Queens.

Lightning struck and injured a male in East Manhattan on East 99th Street around 3:10 pm EDT.",30
5525802,QUEENS CO.,(JFK)KENNEDY INL ARP,07/28/2006,1513,Thunderstorm Wind,52, ,0,0,0,0,NY,EST,EG,1218212,C,81,OKX,0,0,AMATEUR RADIO, , , ,8,NE,8,NE,(JFK)KENNEDY INL ARP,07/28/2006,1513,40.71667,-73.68333,40.71667,-73.68333,"","
Severe thunderstorms produced high winds that downed many trees and power lines throughout Putnam County, about 5 miles northeast of Jamaica, Queens, in Tottenville on Staten Island, and in Bay Ridge in Brooklyn.",31
5531725,QUEENS CO.,BROAD CHANNEL,08/10/2006,1900,Flash Flood, , ,0,0,0,0,NY,EST, ,1220630,C,81,OKX,0,0,BROADCAST MEDIA, , , , , , , ,BROAD CHANNEL,08/10/2006,1930, , , , ,"","
An area of heavy showers and thunderstorms produced flash flooding across portions of New York City.  Flash flooding forced closure of subway lines 1, 2, 3, and 6.",32
5531731,QUEENS CO.,WOODSIDE,08/25/2006,1025,Flash Flood, , ,0,0,0,0,NY,EST, ,1220635,C,81,OKX,0,0,TRAINED SPOTTER, , , ,2,NE,2,NE,WOODSIDE,08/25/2006,1040, , , , ,"","
Heavy showers and thunderstorms produced flash flooding along many major roads, which resulted in road closures.  The most significant flooding occurred along the Deegan and Cross Bronx Expressways, about 2 miles west of East Tremont in the Bronx; along Northern Blvd. of Jackson Heights in Queens; and along the railroad train tracks, Wantagh Ave. and North Jerusalem Road in Wantagh, where up to 3 feet of water submerged cars.  Significant flooding, which resulted in road closures, also occurred in Yaphank.  Up to 2.20 inches of rain was measured in Lake Grove.

A severe thunderstorm produced a weak F0 tornado as it moved across extreme southeast Nassau County and extreme southwest Suffolk County between 12 Noon and 12:15 pm EDT.  This was confirmed by a NWS Storm Survey team.  The tornado's path length was only about one quarter mile long and its' maximum path width was around 150 yards.  There was significant tree damage along its' path.  Rotation was evident in the tops of many trees.  The most damage occurred in East Massapequa between  Merrick Road and Route 27A, Old Sunrise Highway.  It was concentrated around Clocks Blvd. southeast across Melrose Ave. and County Line Road, then across Amityville's Old Fields and Homestead Avenues.  The tornado lifted into the parent cloud before reaching South Ketcham Avenue.

This severe thunderstorm produced damaging winds, large hail, and torrential rain along its' path.  Large tree branches were downed in Wantagh.  Quarter size hail was reported in Farmingdale.  Flash flooding also occurred along its' path.",33
5534568,QUEENS CO.,COUNTYWIDE,09/02/2006,900,Heavy Rain, , ,0,0,0,0,NY,EST, ,1221076,C,81,OKX,0,0,COOP STATION, , , , , , , ,COUNTYWIDE,09/02/2006,2100, , , , ,"","
Remnants of Tropical Storm Ernesto brought heavy rain and gusty winds of 40 TO 57 MPH across Long Island and Southeast New York, east of the Hudson River, including most of New York City.  This resulted in numerous trees and power lines down with hundreds of thousands of power outages reported.  Specifics by county:

COUNTY NAME		RAINFALL	WIND GUSTS		DAMAGE
Westchester		0.5" - 2"		48 MPH			Numerous trees and power lines down
Kings			0.5" - 1"		52 MPH			Numerous trees and power lines down
Queens			0.5" - 1"		46-51 MPH		Numerous trees and power lines down
Richmond			0.5" - 1"		49 MPH			Numerous trees and power lines down
Nassau			0.5" - 0.75"	41-57 MPH		Numerous trees and power lines down
Suffolk			0.5" - 0.75"	40-55 MPH		Numerous trees and power lines down",34
5534664,QUEENS CO.,RICHMOND HILL,09/29/2006,15,Thunderstorm Wind,50, ,0,0,0,0,NY,EST,EG,1221080,C,81,OKX,0,0,NEWSPAPER, , , , , , , ,RICHMOND HILL,09/29/2006,15,40.7,-73.81667,40.7,-73.81667,"","
An isolated small downburst downed a tree, toppled street lights, and downed wires along Hillside Avenue and 121st Street in Richmond Hill.",35
